2023.06.25 8:0:3,110;-99;-11;-49
2023.06.25 8:0:3,360;-81;-4;-51
2023.06.25 8:0:3,610;-94;-11;-43
2023.06.25 8:0:3,860;-81;-3;-44
2023.06.25 8:0:4,110;-84;-4;-38
2023.06.25 8:0:4,360;-89;-1;-44
2023.06.25 8:0:4,610;-89;-11;-46
2023.06.25 8:0:4,860;-88;-1;-38
2023.06.25 8:0:5,110;-91;-8;-48
2023.06.25 8:0:5,360;-88;-4;-43
2023.06.25 8:0:5,610;-88;-4;-43
2023.06.25 8:0:5,860;-91;-8;-51
2023.06.25 8:0:6,110;-92;-3;-46
2023.06.25 8:0:6,360;-91;-9;-49
2023.06.25 8:0:6,610;-86;-6;-48
2023.06.25 8:0:6,860;-88;-4;-43
2023.06.25 8:0:7,110;-84;-8;-40
2023.06.25 8:0:7,360;-84;-3;-38
2023.06.25 8:0:7,620;-88;-9;-41
2023.06.25 8:0:7,870;-86;-4;-41
2023.06.25 8:0:8,120;-89;-6;-43
2023.06.25 8:0:8,370;-86;-3;-41
2023.06.25 8:0:8,620;-89;-4;-41
2023.06.25 8:0:8,870;-91;-9;-46
2023.06.25 8:0:9,120;-89;-3;-43
2023.06.25 8:0:9,370;-91;-6;-44
2023.06.25 8:0:9,620;-84;-8;-41
2023.06.25 8:0:9,870;-89;-4;-43
2023.06.25 8:0:10,120;-89;-8;-49
2023.06.25 8:0:10,370;-89;-3;-41
2023.06.25 8:0:10,620;-91;-8;-41
2023.06.25 8:0:10,870;-84;-3;-40
2023.06.25 8:0:11,120;-88;-3;-41
2023.06.25 8:0:11,370;-84;-6;-40
2023.06.25 8:0:11,620;-92;-3;-43
2023.06.25 8:0:11,870;-88;-9;-44
2023.06.25 8:0:12,120;-89;0;-41
2023.06.25 8:0:12,370;-92;-8;-46
2023.06.25 8:0:12,620;-84;-4;-41
2023.06.25 8:0:12,870;-88;-6;-43
2023.06.25 8:0:13,120;-86;-8;-41
2023.06.25 8:0:13,370;-92;-4;-44
2023.06.25 8:0:13,620;-88;-11;-44
2023.06.25 8:0:13,870;-86;-1;-41
2023.06.25 8:0:14,120;-88;-8;-40
2023.06.25 8:0:14,370;-86;-4;-48
2023.06.25 8:0:14,620;-91;-1;-43
2023.06.25 8:0:14,870;-91;-12;-43
2023.06.25 8:0:15,120;-81;-1;-43
2023.06.25 8:0:15,370;-92;-6;-40
2023.06.25 8:0:15,620;-89;-8;-44
2023.06.25 8:0:15,870;-83;-1;-46
2023.06.25 8:0:16,120;-91;-8;-41
2023.06.25 8:0:16,370;-89;-6;-48
2023.06.25 8:0:16,620;-84;3;-46
2023.06.25 8:0:16,870;-84;-1;-44
2023.06.25 8:0:17,120;-91;-6;-46
2023.06.25 8:0:17,370;-89;-8;-44
2023.06.25 8:0:17,620;-88;-1;-43
2023.06.25 8:0:17,870;-94;-8;-46
2023.06.25 8:0:18,120;-83;-3;-43
2023.06.25 8:0:18,370;-89;-4;-40
2023.06.25 8:0:18,620;-88;-8;-48
2023.06.25 8:0:18,870;-91;-1;-43
2023.06.25 8:0:19,120;-89;-11;-44
2023.06.25 8:0:19,370;-84;-1;-40
2023.06.25 8:0:19,620;-91;-9;-36
2023.06.25 8:0:19,870;-81;-4;-46
2023.06.25 8:0:20,120;-96;-8;-41
2023.06.25 8:0:20,370;-75;-4;-60
2023.06.25 8:0:20,620;-91;1;-40
2023.06.25 8:0:20,870;-88;-12;-41
2023.06.25 8:0:21,120;-89;-1;-49
2023.06.25 8:0:21,370;-89;-8;-41
2023.06.25 8:0:21,620;-89;-6;-43
2023.06.25 8:0:21,870;-84;-3;-41
2023.06.25 8:0:22,120;-88;-4;-40
2023.06.25 8:0:22,370;-88;-4;-40
2023.06.25 8:0:22,620;-94;-1;-46
2023.06.25 8:0:22,870;-88;-9;-44
2023.06.25 8:0:23,120;-88;-1;-44
2023.06.25 8:0:23,370;-91;-9;-43
2023.06.25 8:0:23,620;-88;-4;-52
2023.06.25 8:0:23,870;-92;-3;-44
2023.06.25 8:0:24,120;-89;-11;-46
2023.06.25 8:0:24,370;-86;-1;-41
2023.06.25 8:0:24,620;-91;-8;-41
2023.06.25 8:0:24,870;-83;-6;-41
2023.06.25 8:0:25,120;-94;-4;-41
2023.06.25 8:0:25,370;-86;-11;-44
2023.06.25 8:0:25,620;-88;-1;-43
2023.06.25 8:0:25,870;-91;-12;-41
2023.06.25 8:0:26,120;-84;-4;-46
2023.06.25 8:0:26,370;-89;-3;-43
2023.06.25 8:0:26,620;-91;-8;-44
2023.06.25 8:0:26,870;-84;-3;-40
2023.06.25 8:0:27,120;-94;-8;-43
2023.06.25 8:0:27,370;-86;-6;-46
2023.06.25 8:0:27,620;-94;-1;-43
2023.06.25 8:0:27,870;-88;-12;-43
2023.06.25 8:0:28,120;-86;-1;-44
2023.06.25 8:0:28,370;-89;-11;-40
2023.06.25 8:0:28,620;-88;-6;-51
2023.06.25 8:0:28,870;-91;-4;-40
2023.06.25 8:0:29,120;-88;-8;-41
2023.06.25 8:0:29,370;-84;0;-40
2023.06.25 8:0:29,620;-91;-6;-40
2023.06.25 8:0:29,870;-81;-4;-40
2023.06.25 8:0:30,120;-88;-4;-41
2023.06.25 8:0:30,370;-84;-8;-46
2023.06.25 8:0:30,620;-91;1;-51
2023.06.25 8:0:30,870;-89;-8;-44
2023.06.25 8:0:31,120;-89;0;-48
2023.06.25 8:0:31,370;-94;-6;-49
2023.06.25 8:0:31,620;-88;-8;-44
2023.06.25 8:0:31,870;-88;-6;-41
2023.06.25 8:0:32,120;-88;-4;-44
2023.06.25 8:0:32,370;-88;-3;-44
2023.06.25 8:0:32,620;-89;-3;-44
2023.06.25 8:0:32,870;-89;-1;-46
2023.06.25 8:0:33,120;-88;-3;-44
2023.06.25 8:0:33,370;-89;-1;-44
2023.06.25 8:0:33,620;-89;-1;-44
2023.06.25 8:0:33,870;-88;-1;-43
2023.06.25 8:0:34,120;-89;0;-46
2023.06.25 8:0:34,370;-89;-1;-43
2023.06.25 8:0:34,620;-84;4;-48
2023.06.25 8:0:34,930;-84;-6;-48
2023.06.25 8:0:35,180;-91;3;-44
2023.06.25 8:0:35,430;-88;0;-46
2023.06.25 8:0:35,680;-88;-3;-43
2023.06.25 8:0:35,930;-89;-1;-44
2023.06.25 8:0:36,180;-88;0;-49
2023.06.25 8:0:36,430;-96;-4;-49
2023.06.25 8:0:36,680;-89;0;-43
2023.06.25 8:0:36,930;-75;-8;-49
2023.06.25 8:0:37,180;-88;-3;-48
2023.06.25 8:0:37,430;-89;-1;-49
2023.06.25 8:0:37,680;-88;3;-41
2023.06.25 8:0:37,930;-91;-1;-48
2023.06.25 8:0:38,180;-88;-4;-46
2023.06.25 8:0:38,430;-89;-1;-46
2023.06.25 8:0:38,680;-86;0;-41
2023.06.25 8:0:38,930;-83;-4;-40
2023.06.25 8:0:39,180;-91;-3;-41
2023.06.25 8:0:39,430;-80;-3;-44
2023.06.25 8:0:39,680;-83;-3;-49
2023.06.25 8:0:39,930;-89;-6;-40
2023.06.25 8:0:40,180;-86;-6;-41
2023.06.25 8:0:40,430;-91;-3;-40
2023.06.25 8:0:40,680;-84;-3;-35
2023.06.25 8:0:40,930;-92;-3;-38
2023.06.25 8:0:41,180;-89;-4;-49
2023.06.25 8:0:41,430;-88;-1;-40
2023.06.25 8:0:41,680;-94;-9;-43
2023.06.25 8:0:41,930;-84;-4;-43
2023.06.25 8:0:42,180;-89;-4;-43
2023.06.25 8:0:42,430;-89;-8;-44
2023.06.25 8:0:42,680;-83;-3;-43
2023.06.25 8:0:42,930;-96;-6;-46
2023.06.25 8:0:43,180;-75;-12;-32
