2023.06.26 10:59:56,220;-78;16;-56
2023.06.26 10:59:56,470;-78;19;-52
2023.06.26 10:59:56,720;-80;19;-54
2023.06.26 10:59:56,970;-76;20;-56
2023.06.26 10:59:57,230;-78;17;-56
2023.06.26 10:59:57,480;-78;19;-54
2023.06.26 10:59:57,730;-80;19;-57
2023.06.26 10:59:57,980;-76;14;-54
2023.06.26 10:59:58,230;-84;19;-52
2023.06.26 10:59:58,480;-83;19;-56
2023.06.26 10:59:58,730;-78;20;-56
2023.06.26 10:59:58,980;-76;22;-56
2023.06.26 10:59:59,230;-78;25;-51
2023.06.26 10:59:59,480;-81;28;-49
2023.06.26 10:59:59,730;-81;27;-51
2023.06.26 10:59:59,980;-80;14;-41
2023.06.26 11:0:0,230;-83;16;-49
2023.06.26 11:0:1,470;-88;19;-41
2023.06.26 11:0:1,720;-84;24;-43
2023.06.26 11:0:1,970;-84;24;-40
2023.06.26 11:0:2,220;-86;24;-43
2023.06.26 11:0:2,480;-84;20;-41
2023.06.26 11:0:2,730;-88;24;-44
2023.06.26 11:0:2,980;-88;24;-44
2023.06.26 11:0:3,230;-86;20;-44
2023.06.26 11:0:3,480;-86;22;-46
2023.06.26 11:0:3,730;-89;24;-48
2023.06.26 11:0:3,980;-88;22;-44
2023.06.26 11:0:4,230;-86;22;-43
2023.06.26 11:0:4,480;-86;20;-48
2023.06.26 11:0:4,730;-83;24;-46
2023.06.26 11:0:4,980;-83;24;-48
2023.06.26 11:0:5,230;-80;19;-46
2023.06.26 11:0:5,480;-83;22;-49
2023.06.26 11:0:5,730;-83;22;-48
2023.06.26 11:0:5,980;-83;24;-49
2023.06.26 11:0:6,230;-83;20;-49
2023.06.26 11:0:6,480;-81;22;-49
2023.06.26 11:0:6,730;-81;22;-49
2023.06.26 11:0:6,980;-78;25;-57
2023.06.26 11:0:7,230;-78;25;-56
2023.06.26 11:0:7,490;-78;22;-52
2023.06.26 11:0:7,740;-78;20;-62
2023.06.26 11:0:7,990;-75;22;-59
2023.06.26 11:0:8,240;-75;19;-57
2023.06.26 11:0:8,490;-75;24;-59
2023.06.26 11:0:8,740;-73;22;-56
2023.06.26 11:0:8,990;-76;22;-59
2023.06.26 11:0:9,240;-75;27;-56
2023.06.26 11:0:9,490;-76;27;-57
2023.06.26 11:0:9,740;-78;27;-56
2023.06.26 11:0:9,990;-78;30;-56
2023.06.26 11:0:10,240;-75;27;-56
2023.06.26 11:0:10,490;-76;32;-56
2023.06.26 11:0:10,740;-76;30;-57
2023.06.26 11:0:10,990;-78;32;-56
2023.06.26 11:0:11,240;-78;30;-54
2023.06.26 11:0:11,490;-76;32;-52
2023.06.26 11:0:11,740;-78;33;-51
2023.06.26 11:0:11,990;-78;30;-51
2023.06.26 11:0:12,240;-76;32;-52
2023.06.26 11:0:12,490;-76;32;-51
2023.06.26 11:0:12,740;-78;28;-52
2023.06.26 11:0:12,990;-76;28;-54
2023.06.26 11:0:13,240;-76;30;-52
2023.06.26 11:0:13,490;-76;27;-56
2023.06.26 11:0:13,740;-75;27;-56
2023.06.26 11:0:13,990;-76;25;-56
2023.06.26 11:0:14,240;-73;22;-56
2023.06.26 11:0:14,490;-76;17;-59
2023.06.26 11:0:14,740;-76;17;-59
2023.06.26 11:0:14,990;-78;20;-59
2023.06.26 11:0:15,240;-81;16;-57
2023.06.26 11:0:15,490;-81;19;-54
2023.06.26 11:0:43,600;-38;14;-91
2023.06.26 11:0:43,850;-35;19;-89
2023.06.26 11:0:44,100;-38;24;-96
2023.06.26 11:0:44,350;-51;20;-83
2023.06.26 11:0:44,600;-44;40;-86
2023.06.26 11:0:44,850;-51;25;-80
2023.06.26 11:0:45,100;-52;32;-76
2023.06.26 11:0:45,350;-54;35;-75
2023.06.26 11:0:45,600;-57;35;-76
2023.06.26 11:0:45,850;-60;33;-72
2023.06.26 11:0:46,100;-59;33;-68
2023.06.26 11:0:46,350;-57;35;-72
2023.06.26 11:0:46,600;-59;35;-72
2023.06.26 11:0:46,850;-57;35;-70
2023.06.26 11:0:47,100;-57;35;-72
2023.06.26 11:0:47,350;-57;33;-72
2023.06.26 11:0:47,600;-57;33;-72
2023.06.26 11:0:47,850;-56;33;-72
2023.06.26 11:0:48,100;-59;35;-73
2023.06.26 11:0:48,350;-60;35;-72
2023.06.26 11:0:48,600;-57;36;-70
2023.06.26 11:0:48,850;-60;33;-73
2023.06.26 11:0:49,100;-54;30;-67
2023.06.26 11:0:49,350;-62;30;-70
2023.06.26 11:0:49,600;-64;27;-67
2023.06.26 11:0:49,850;-72;28;-67
2023.06.26 11:0:50,100;-60;27;-70
2023.06.26 11:0:50,350;-70;27;-65
2023.06.26 11:0:50,600;-68;28;-68
2023.06.26 11:0:50,850;-67;25;-65
2023.06.26 11:0:51,100;-68;27;-67
2023.06.26 11:0:51,350;-70;27;-65
2023.06.26 11:0:51,600;-70;27;-64
2023.06.26 11:0:51,850;-65;30;-65
2023.06.26 11:0:52,100;-67;25;-67
2023.06.26 11:0:52,350;-65;25;-68
2023.06.26 11:0:52,600;-65;25;-67
2023.06.26 11:1:20,710;-68;44;-44
2023.06.26 11:1:20,960;-78;52;-49
2023.06.26 11:1:21,210;-56;57;-46
2023.06.26 11:1:21,460;-67;44;-41
2023.06.26 11:1:21,710;-72;40;-36
2023.06.26 11:1:21,960;-81;46;-35
2023.06.26 11:1:22,210;-73;48;-24
2023.06.26 11:1:22,460;-72;49;-20
2023.06.26 11:1:22,710;-81;56;-27
2023.06.26 11:1:22,960;-80;51;-27
2023.06.26 11:1:23,210;-84;54;-27
2023.06.26 11:1:23,460;-76;49;-25
2023.06.26 11:1:23,710;-76;51;-20
2023.06.26 11:1:23,960;-84;49;-30
2023.06.26 11:1:24,210;-80;56;-35
2023.06.26 11:1:24,460;-80;41;-33
2023.06.26 11:1:24,790;-73;51;-32
2023.06.26 11:1:25,40;-78;52;-36
2023.06.26 11:1:25,290;-76;59;-38
2023.06.26 11:1:25,540;-70;48;-33
2023.06.26 11:1:25,790;-73;59;-40
2023.06.26 11:1:26,40;-76;46;-33
2023.06.26 11:1:26,290;-73;57;-27
2023.06.26 11:1:26,540;-84;57;-30
2023.06.26 11:1:26,790;-73;48;-20
2023.06.26 11:1:27,40;-80;57;-51
2023.06.26 11:1:27,290;-76;51;-28
2023.06.26 11:1:27,540;-76;56;-35
2023.06.26 11:1:27,790;-81;51;-25
2023.06.26 11:1:28,40;-81;44;-43
2023.06.26 11:1:28,290;-70;44;-24
2023.06.26 11:1:28,540;-78;51;-38
2023.06.26 11:1:28,790;-81;51;-44
2023.06.26 11:1:29,40;-78;46;-32
2023.06.26 11:1:29,290;-76;46;-28
2023.06.26 11:1:29,540;-83;56;-30
2023.06.26 11:1:29,790;-80;52;-35
2023.06.26 11:1:30,40;-76;48;-30
2023.06.26 11:1:30,290;-78;48;-36
2023.06.26 11:1:30,540;-73;51;-33
2023.06.26 11:1:30,800;-73;48;-33
2023.06.26 11:1:31,50;-81;52;-35
2023.06.26 11:1:31,300;-80;51;-35
2023.06.26 11:1:31,550;-75;46;-36
2023.06.26 11:1:31,800;-84;57;-33
2023.06.26 11:1:32,50;-81;52;-35
2023.06.26 11:1:32,300;-83;49;-33
2023.06.26 11:1:32,550;-88;62;-32
2023.06.26 11:1:32,800;-76;49;-28
2023.06.26 11:1:33,50;-78;49;-32
2023.06.26 11:1:33,300;-81;48;-32
2023.06.26 11:1:33,550;-76;49;-30
2023.06.26 11:1:33,800;-76;48;-32
2023.06.26 11:1:34,50;-81;54;-35
2023.06.26 11:1:34,310;-81;49;-30
2023.06.26 11:1:34,560;-75;49;-33
2023.06.26 11:1:34,810;-88;44;-41
2023.06.26 11:1:35,60;-73;41;-32
2023.06.26 11:1:35,310;-75;35;-41
2023.06.26 11:1:35,560;-72;46;-38
2023.06.26 11:1:35,810;-78;49;-40
2023.06.26 11:1:36,60;-78;44;-38
2023.06.26 11:1:36,310;-78;49;-36
2023.06.26 11:1:36,560;-78;43;-40
2023.06.26 11:1:36,810;-89;44;-35
2023.06.26 11:1:37,60;-81;44;-35
2023.06.26 11:1:37,310;-78;46;-35
2023.06.26 11:1:37,560;-78;48;-35
2023.06.26 11:1:37,810;-81;49;-38
2023.06.26 11:1:38,60;-80;43;-40
2023.06.26 11:1:38,310;-75;46;-40
2023.06.26 11:1:38,560;-80;48;-40
2023.06.26 11:1:38,810;-80;43;-36
2023.06.26 11:1:39,60;-80;41;-32
2023.06.26 11:2:7,160;-75;70;-33
2023.06.26 11:2:7,410;-78;49;-22
2023.06.26 11:2:7,660;-78;57;-24
2023.06.26 11:2:7,910;-80;65;-25
2023.06.26 11:2:8,160;-80;51;-27
2023.06.26 11:2:8,410;-80;51;-36
2023.06.26 11:2:8,660;-81;52;-33
2023.06.26 11:2:8,910;-83;40;-32
2023.06.26 11:2:9,160;-76;32;-33
2023.06.26 11:2:9,410;-88;44;-38
2023.06.26 11:2:9,660;-78;38;-38
2023.06.26 11:2:9,910;-83;43;-32
2023.06.26 11:2:10,160;-84;46;-38
2023.06.26 11:2:10,410;-78;48;-40
2023.06.26 11:2:10,660;-81;40;-41
2023.06.26 11:2:10,910;-81;44;-28
2023.06.26 11:2:11,160;-83;40;-38
2023.06.26 11:2:11,410;-84;46;-40
2023.06.26 11:2:11,660;-83;36;-41
2023.06.26 11:2:11,910;-78;40;-43
2023.06.26 11:2:12,170;-89;28;-38
2023.06.26 11:2:12,420;-81;41;-41
2023.06.26 11:2:12,670;-80;27;-35
2023.06.26 11:2:12,920;-86;32;-36
2023.06.26 11:2:13,170;-83;38;-48
2023.06.26 11:2:13,420;-78;36;-35
2023.06.26 11:2:13,670;-83;43;-40
2023.06.26 11:2:13,920;-80;38;-36
2023.06.26 11:2:14,170;-88;46;-41
2023.06.26 11:2:14,420;-80;48;-35
2023.06.26 11:2:14,670;-80;44;-38
2023.06.26 11:2:14,920;-81;33;-38
2023.06.26 11:2:15,170;-81;35;-36
2023.06.26 11:2:15,420;-78;35;-35
2023.06.26 11:2:15,670;-86;44;-48
2023.06.26 11:2:15,920;-76;40;-38
2023.06.26 11:2:16,170;-76;40;-49
2023.06.26 11:2:25,750;-80;46;-49
2023.06.26 11:2:26,0;-78;41;-46
2023.06.26 11:2:26,250;-81;44;-40
2023.06.26 11:2:26,500;-78;44;-43
2023.06.26 11:2:26,750;-76;38;-43
2023.06.26 11:2:27,10;-70;40;-36
2023.06.26 11:2:27,260;-75;41;-43
2023.06.26 11:2:27,510;-81;48;-54
2023.06.26 11:2:27,760;-78;49;-52
2023.06.26 11:2:28,10;-78;46;-48
2023.06.26 11:2:28,260;-67;46;-48
2023.06.26 11:2:28,510;-73;40;-44
2023.06.26 11:2:28,760;-70;48;-46
2023.06.26 11:2:29,10;-70;44;-48
2023.06.26 11:2:29,260;-72;38;-36
2023.06.26 11:2:29,510;-89;40;-51
2023.06.26 11:2:29,760;-70;46;-56
2023.06.26 11:2:30,10;-76;35;-64
2023.06.26 11:2:30,260;-65;41;-65
2023.06.26 11:2:30,520;-60;30;-70
2023.06.26 11:2:30,770;-62;20;-65
2023.06.26 11:2:31,20;-60;9;-68
2023.06.26 11:2:31,270;-62;20;-72
2023.06.26 11:2:31,520;-78;16;-75
2023.06.26 11:2:31,770;-52;-4;-72
2023.06.26 11:2:32,20;-62;-11;-64
2023.06.26 11:2:32,270;-51;-8;-78
2023.06.26 11:2:32,520;-49;-8;-73
2023.06.26 11:2:32,770;-52;-6;-80
2023.06.26 11:2:33,20;-56;-8;-81
2023.06.26 11:2:33,270;-40;-1;-84
2023.06.26 11:2:33,520;-56;-9;-73
2023.06.26 11:2:33,770;-54;-20;-80
2023.06.26 11:2:34,20;-57;-19;-76
2023.06.26 11:2:34,270;-57;-20;-80
2023.06.26 11:2:34,520;-49;-12;-80
2023.06.26 11:2:34,770;-51;-20;-84
2023.06.26 11:2:35,20;-49;-17;-81
2023.06.26 11:2:35,270;-49;-24;-83
2023.06.26 11:2:35,520;-51;-20;-83
2023.06.26 11:2:35,770;-44;-20;-84
2023.06.26 11:2:36,20;-49;-25;-86
2023.06.26 11:2:36,270;-41;-17;-86
2023.06.26 11:2:36,520;-41;-22;-86
2023.06.26 11:2:36,770;-48;-19;-86
2023.06.26 11:2:37,20;-41;-20;-88
2023.06.26 11:2:37,270;-44;-27;-91
2023.06.26 11:2:37,520;-54;-30;-80
2023.06.26 11:2:37,770;-51;-22;-84
2023.06.26 11:2:38,20;-46;-22;-83
2023.06.26 11:2:38,270;-51;-25;-80
2023.06.26 11:2:38,520;-48;-25;-84
2023.06.26 11:2:38,770;-46;-28;-76
2023.06.26 11:2:39,20;-43;-28;-84
2023.06.26 11:2:39,270;-43;-27;-83
2023.06.26 11:2:39,520;-44;-27;-83
2023.06.26 11:2:39,770;-46;-27;-81
2023.06.26 11:2:40,20;-40;-41;-80
2023.06.26 11:2:40,270;-43;-35;-84
2023.06.26 11:2:40,520;-51;-33;-76
2023.06.26 11:2:40,770;-49;-25;-83
2023.06.26 11:2:41,20;-49;-28;-80
2023.06.26 11:2:41,270;-51;-24;-81
2023.06.26 11:2:41,520;-51;-28;-80
2023.06.26 11:2:41,770;-43;-27;-84
2023.06.26 11:2:42,20;-43;-27;-80
2023.06.26 11:2:42,270;-44;-24;-83
2023.06.26 11:2:42,520;-48;-25;-86
2023.06.26 11:2:42,770;-43;-20;-84
2023.06.26 11:2:43,20;-43;-24;-81
2023.06.26 11:2:43,270;-46;-20;-81
2023.06.26 11:2:43,520;-44;-24;-84
2023.06.26 11:2:43,770;-49;-28;-80
2023.06.26 11:2:44,20;-46;-25;-83
2023.06.26 11:3:58,580;-40;-11;-91
2023.06.26 11:3:58,830;-36;-11;-88
2023.06.26 11:3:59,80;-46;-11;-78
2023.06.26 11:3:59,330;-60;0;-65
2023.06.26 11:3:59,580;-91;12;-57
2023.06.26 11:3:59,830;-107;20;-54
2023.06.26 11:4:0,80;-92;12;-16
2023.06.26 11:4:0,330;-88;35;-32
2023.06.26 11:4:0,580;-102;40;-57
2023.06.26 11:4:0,830;-99;27;-72
2023.06.26 11:4:1,80;-73;25;-64
2023.06.26 11:4:1,330;-75;28;-60
2023.06.26 11:4:1,580;-65;14;-65
2023.06.26 11:4:1,830;-62;27;-62
2023.06.26 11:4:2,80;-51;41;-64
2023.06.26 11:4:2,330;-62;19;-60
2023.06.26 11:4:2,580;-64;20;-67
2023.06.26 11:4:2,830;-56;22;-72
2023.06.26 11:4:3,80;-54;16;-73
2023.06.26 11:4:3,330;-83;28;-68
2023.06.26 11:4:3,580;-60;8;-75
2023.06.26 11:4:3,830;-75;22;-68
2023.06.26 11:4:4,80;-75;9;-67
2023.06.26 11:4:4,330;-67;22;-67
2023.06.26 11:4:4,580;-75;17;-64
2023.06.26 11:4:4,830;-70;20;-65
2023.06.26 11:4:5,80;-72;19;-64
2023.06.26 11:4:5,330;-70;19;-67
2023.06.26 11:4:5,580;-72;16;-65
2023.06.26 11:4:5,830;-72;20;-67
2023.06.26 11:4:6,80;-73;19;-64
2023.06.26 11:4:6,330;-70;20;-67
2023.06.26 11:4:6,580;-70;17;-65
2023.06.26 11:4:6,830;-72;19;-67
2023.06.26 11:4:7,80;-67;17;-67
2023.06.26 11:4:7,330;-75;20;-65
2023.06.26 11:4:7,580;-68;17;-65
2023.06.26 11:4:45,20;-73;-24;-62
2023.06.26 11:4:45,270;-75;-22;-62
2023.06.26 11:4:45,520;-76;-19;-60
2023.06.26 11:4:45,770;-76;-20;-65
2023.06.26 11:4:46,20;-73;-20;-57
2023.06.26 11:4:46,270;-76;-19;-60
2023.06.26 11:4:46,540;-75;-19;-62
2023.06.26 11:4:46,790;-72;-22;-60
2023.06.26 11:4:47,40;-73;-22;-60
2023.06.26 11:4:47,290;-76;-20;-62
2023.06.26 11:4:47,540;-73;-20;-60
2023.06.26 11:4:47,790;-76;-20;-57
2023.06.26 11:4:48,40;-75;-19;-62
2023.06.26 11:4:48,290;-76;-17;-60
2023.06.26 11:4:48,540;-75;-20;-60
2023.06.26 11:4:48,790;-75;-22;-62
2023.06.26 11:4:49,40;-76;-19;-60
2023.06.26 11:4:49,290;-76;-20;-64
2023.06.26 11:4:49,540;-76;-20;-60
2023.06.26 11:4:49,790;-73;-20;-62
2023.06.26 11:4:50,40;-75;-17;-62
2023.06.26 11:4:50,290;-73;-20;-60
2023.06.26 11:4:50,540;-75;-20;-62
2023.06.26 11:4:50,790;-75;-19;-62
2023.06.26 11:4:51,40;-75;-20;-60
2023.06.26 11:4:51,290;-75;-19;-60
2023.06.26 11:4:51,540;-76;-19;-59
2023.06.26 11:4:51,790;-75;-17;-59
2023.06.26 11:4:52,40;-73;-20;-59
2023.06.26 11:4:52,290;-75;-22;-62
2023.06.26 11:4:52,540;-75;-19;-62
2023.06.26 11:4:52,790;-76;-19;-62
2023.06.26 11:4:53,40;-75;-20;-59
2023.06.26 11:4:53,290;-76;-20;-60
2023.06.26 11:4:53,540;-75;-17;-62
2023.06.26 11:4:53,790;-75;-20;-60
2023.06.26 11:4:54,40;-78;-20;-60
2023.06.26 11:5:12,880;-76;-24;-59
2023.06.26 11:5:13,130;-73;-27;-62
2023.06.26 11:5:13,380;-68;-33;-67
2023.06.26 11:5:13,640;-72;-36;-68
2023.06.26 11:5:13,890;-70;-35;-57
2023.06.26 11:5:14,140;-64;-40;-60
2023.06.26 11:5:14,390;-64;-40;-65
2023.06.26 11:5:14,640;-62;-36;-67
2023.06.26 11:5:14,890;-64;-36;-65
2023.06.26 11:5:15,140;-57;-38;-68
2023.06.26 11:5:15,390;-60;-32;-72
2023.06.26 11:5:15,640;-57;-30;-73
2023.06.26 11:5:15,890;-57;-30;-75
2023.06.26 11:5:16,140;-57;-27;-76
2023.06.26 11:5:16,390;-52;-32;-80
2023.06.26 11:5:16,640;-54;-32;-73
2023.06.26 11:5:16,890;-57;-33;-78
2023.06.26 11:5:17,150;-54;-33;-70
2023.06.26 11:5:17,400;-57;-33;-70
2023.06.26 11:5:17,650;-57;-33;-70
2023.06.26 11:5:17,900;-57;-33;-72
2023.06.26 11:5:18,150;-59;-33;-73
2023.06.26 11:5:18,400;-59;-25;-70
2023.06.26 11:5:18,650;-60;-24;-73
2023.06.26 11:5:18,900;-62;-20;-73
2023.06.26 11:5:19,150;-62;-17;-76
2023.06.26 11:5:19,400;-60;-17;-78
2023.06.26 11:5:19,650;-59;-17;-75
2023.06.26 11:5:19,900;-62;-16;-73
2023.06.26 11:5:20,150;-64;-20;-75
2023.06.26 11:5:20,400;-65;-19;-73
2023.06.26 11:5:20,650;-62;-22;-72
2023.06.26 11:5:20,900;-67;-20;-72
2023.06.26 11:5:21,150;-67;-24;-72
2023.06.26 11:5:21,400;-59;-24;-73
2023.06.26 11:5:21,650;-65;-22;-70
2023.06.26 11:5:21,900;-67;-24;-72
2023.06.26 11:5:22,150;-64;-25;-67
2023.06.26 11:5:22,400;-65;-24;-72
2023.06.26 11:5:22,650;-65;-25;-72
2023.06.26 11:5:22,900;-65;-22;-73
2023.06.26 11:5:23,150;-67;-24;-67
2023.06.26 11:5:23,400;-64;-25;-68
2023.06.26 11:5:23,650;-68;-24;-72
2023.06.26 11:5:23,900;-65;-24;-70
2023.06.26 11:5:24,150;-67;-24;-68
2023.06.26 11:5:24,400;-68;-20;-65
2023.06.26 11:5:24,650;-70;-24;-65
2023.06.26 11:5:24,900;-73;-27;-64
2023.06.26 11:5:25,150;-73;-25;-60
2023.06.26 11:5:25,400;-72;-28;-65
2023.06.26 11:5:25,650;-72;-30;-59
2023.06.26 11:5:25,900;-72;-28;-59
2023.06.26 11:5:26,150;-72;-30;-60
2023.06.26 11:5:26,400;-73;-27;-60
2023.06.26 11:5:26,650;-73;-27;-60
2023.06.26 11:5:26,900;-72;-25;-59
2023.06.26 11:5:27,150;-75;-24;-62
2023.06.26 11:5:27,400;-73;-24;-62
2023.06.26 11:5:27,650;-76;-20;-64
2023.06.26 11:5:27,900;-73;-20;-64
2023.06.26 11:5:28,150;-75;-19;-64
2023.06.26 11:5:28,400;-75;-20;-59
2023.06.26 11:5:28,650;-75;-24;-60
2023.06.26 11:5:28,900;-73;-22;-62
2023.06.26 11:5:29,150;-75;-20;-60
2023.06.26 11:5:29,400;-76;-20;-62
2023.06.26 11:5:29,650;-75;-19;-62
2023.06.26 11:5:29,900;-65;-20;-70
2023.06.26 11:5:30,150;-73;-1;-89
2023.06.26 11:5:30,400;-88;11;-59
2023.06.26 11:5:30,650;-68;-3;-70
2023.06.26 11:5:30,900;-76;3;-67
2023.06.26 11:5:31,150;-72;-3;-57
2023.06.26 11:5:31,400;-76;-3;-60
2023.06.26 11:5:31,650;-67;-4;-73
2023.06.26 11:5:31,900;-70;-6;-75
2023.06.26 11:5:32,150;-70;-4;-64
2023.06.26 11:5:32,400;-78;0;-57
2023.06.26 11:5:32,650;-72;-4;-72
2023.06.26 11:5:32,900;-75;-14;-59
2023.06.26 11:5:33,150;-78;-9;-59
2023.06.26 11:5:33,400;-78;-6;-65
2023.06.26 11:5:33,650;-76;-9;-56
2023.06.26 11:5:33,900;-73;-8;-59
2023.06.26 11:5:34,150;-80;-4;-60
2023.06.26 11:5:34,400;-78;-1;-57
2023.06.26 11:5:34,730;-78;-6;-56
2023.06.26 11:5:34,980;-89;0;-60
2023.06.26 11:5:35,230;-70;-16;-57
2023.06.26 11:5:35,480;-84;-6;-56
2023.06.26 11:5:35,730;-70;-6;-65
2023.06.26 11:5:35,980;-86;-8;-52
2023.06.26 11:5:36,230;-75;-11;-62
2023.06.26 11:5:36,480;-75;-16;-62
2023.06.26 11:5:36,730;-76;-14;-62
2023.06.26 11:5:36,980;-78;-19;-59
2023.06.26 11:5:37,230;-72;-19;-60
2023.06.26 11:5:37,480;-78;-24;-57
2023.06.26 11:5:37,730;-76;-27;-59
2023.06.26 11:5:37,980;-75;-27;-60
2023.06.26 11:5:38,230;-75;-30;-57
2023.06.26 11:5:38,480;-73;-38;-57
2023.06.26 11:5:38,730;-70;-41;-56
2023.06.26 11:5:38,980;-64;-48;-49
2023.06.26 11:5:39,230;-70;-48;-48
2023.06.26 11:5:39,480;-73;-49;-49
2023.06.26 11:5:39,730;-62;-52;-49
2023.06.26 11:5:39,980;-78;-46;-44
2023.06.26 11:5:40,230;-75;-51;-49
2023.06.26 11:5:40,480;-76;-54;-36
2023.06.26 11:5:40,730;-67;-51;-49
2023.06.26 11:5:40,980;-64;-51;-49
2023.06.26 11:5:41,230;-75;-49;-48
2023.06.26 11:5:41,480;-72;-44;-49
2023.06.26 11:5:41,750;-70;-46;-51
2023.06.26 11:5:42,0;-72;-44;-51
2023.06.26 11:5:42,250;-75;-44;-51
2023.06.26 11:5:42,500;-72;-41;-51
2023.06.26 11:5:42,750;-73;-43;-51
2023.06.26 11:5:43,0;-75;-43;-51
2023.06.26 11:5:43,250;-73;-41;-51
2023.06.26 11:5:43,500;-73;-43;-52
2023.06.26 11:5:43,750;-73;-43;-49
2023.06.26 11:5:44,0;-75;-40;-52
2023.06.26 11:5:44,250;-75;-36;-52
2023.06.26 11:5:44,500;-72;-40;-52
2023.06.26 11:5:44,750;-75;-38;-51
2023.06.26 11:5:45,0;-76;-36;-51
2023.06.26 11:5:45,250;-78;-40;-51
2023.06.26 11:5:45,500;-78;-35;-51
2023.06.26 11:5:45,750;-76;-35;-49
2023.06.26 11:5:46,0;-76;-33;-51
2023.06.26 11:5:46,250;-78;-35;-49
2023.06.26 11:5:46,500;-76;-36;-48
2023.06.26 11:5:46,750;-76;-35;-52
2023.06.26 11:5:47,0;-78;-32;-49
2023.06.26 11:5:47,250;-81;-24;-52
2023.06.26 11:5:47,500;-81;-17;-51
2023.06.26 11:5:47,750;-83;-9;-54
2023.06.26 11:5:48,0;-81;-11;-52
2023.06.26 11:5:48,250;-81;-9;-54
2023.06.26 11:5:48,500;-83;-8;-52
2023.06.26 11:5:48,750;-83;-11;-52
2023.06.26 11:5:49,0;-83;-9;-52
2023.06.26 11:5:49,250;-84;-9;-49
2023.06.26 11:5:49,500;-78;-11;-52
2023.06.26 11:5:49,750;-86;-11;-52
2023.06.26 11:6:17,850;-80;-24;-51
2023.06.26 11:6:18,100;-80;-24;-54
2023.06.26 11:6:18,350;-80;-25;-52
2023.06.26 11:6:18,600;-81;-24;-51
2023.06.26 11:6:18,850;-80;-24;-54
2023.06.26 11:6:19,100;-80;-25;-52
2023.06.26 11:6:19,350;-80;-24;-51
2023.06.26 11:6:19,600;-80;-25;-52
2023.06.26 11:6:19,850;-80;-25;-51
2023.06.26 11:6:20,100;-80;-25;-52
2023.06.26 11:6:20,350;-80;-22;-52
2023.06.26 11:6:20,600;-80;-24;-54
2023.06.26 11:6:20,850;-80;-25;-52
2023.06.26 11:6:21,100;-78;-25;-51
2023.06.26 11:6:21,350;-81;-25;-52
2023.06.26 11:6:21,600;-78;-28;-49
2023.06.26 11:6:21,850;-78;-25;-51
2023.06.26 11:6:22,110;-81;-25;-51
2023.06.26 11:6:22,360;-81;-30;-51
2023.06.26 11:6:22,610;-81;-22;-49
2023.06.26 11:6:22,860;-80;-20;-51
2023.06.26 11:6:23,110;-83;-19;-49
2023.06.26 11:6:23,360;-81;-14;-49
2023.06.26 11:6:23,610;-84;-9;-52
2023.06.26 11:6:23,860;-84;-8;-51
2023.06.26 11:6:24,110;-84;-8;-49
2023.06.26 11:6:24,360;-81;-8;-49
2023.06.26 11:6:24,610;-84;-6;-51
2023.06.26 11:6:24,860;-83;-9;-51
2023.06.26 11:6:25,110;-83;-8;-52
2023.06.26 11:6:25,360;-84;-8;-51
2023.06.26 11:6:25,610;-83;-9;-51
2023.06.26 11:6:25,860;-83;-8;-54
2023.06.26 11:6:26,110;-83;-8;-52
2023.06.26 11:6:26,360;-81;-9;-54
2023.06.26 11:6:26,610;-81;-8;-54
2023.06.26 11:6:26,860;-81;-4;-57
2023.06.26 11:6:36,440;-75;-33;-54
2023.06.26 11:6:36,690;-76;-32;-56
2023.06.26 11:6:36,940;-76;-35;-52
2023.06.26 11:6:37,190;-75;-36;-54
2023.06.26 11:6:37,440;-76;-28;-57
2023.06.26 11:6:37,690;-75;-32;-52
2023.06.26 11:6:37,960;-80;-27;-52
2023.06.26 11:6:38,210;-80;-28;-54
2023.06.26 11:6:38,460;-81;-30;-52
2023.06.26 11:6:38,710;-78;-27;-52
2023.06.26 11:6:38,960;-80;-30;-56
2023.06.26 11:6:39,210;-78;-32;-49
2023.06.26 11:6:39,460;-78;-32;-51
2023.06.26 11:6:39,710;-78;-30;-52
2023.06.26 11:6:39,960;-78;-30;-51
2023.06.26 11:6:40,210;-78;-30;-51
2023.06.26 11:6:40,460;-78;-28;-51
2023.06.26 11:6:40,710;-78;-30;-52
2023.06.26 11:6:40,960;-76;-30;-49
2023.06.26 11:6:41,210;-80;-28;-51
2023.06.26 11:6:41,460;-80;-25;-52
2023.06.26 11:6:41,710;-78;-25;-54
2023.06.26 11:6:41,960;-78;-27;-52
2023.06.26 11:6:42,210;-78;-25;-54
2023.06.26 11:6:42,460;-80;-25;-54
2023.06.26 11:6:42,710;-78;-24;-52
2023.06.26 11:6:42,960;-78;-24;-54
2023.06.26 11:6:43,210;-78;-19;-56
2023.06.26 11:6:43,460;-78;-17;-57
